event name,latitude,longitude,depth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,MrrError,MttError,MppError,MrtError,MrpError,MtpError,half duration,moment,magnitude,exponent,year,month,day,dayofweek,is_weekend,is_weekday,hour,minute,second
1464,-28.66,-71.52,40.3,29.032219138928763,27.77518074628583,29.016904063164745,28.493267268075346,29.184486145521664,28.420614534022405,22.30102999566398,22.17609125905568,22.204119982655925,27.301033035714713,27.477124294770395,22.079181246047625,1.1,24.03662889536216,5.29,24,2012,7,1,6,1,0,23,39,11
1465,-38.09,-73.31,44.6,29.03221752595995,27.775171213582546,29.016906281226635,28.49326199842704,29.184486605580048,28.42061663954362,22.340444114840118,22.14921911265538,22.161368002234976,27.30103234084785,27.477123469615872,22.008600171761916,0.9,23.749040268703457,5.1,23,2012,7,4,2,0,1,8,33,10
1466,-23.15,-69.01,120.0,29.032214896807943,27.775175068959456,29.01690878332052,28.493263277487312,29.184487358143638,28.420613445808534,22.008600171761916,22.045322978786658,22.155336037465062,27.301031667694517,27.47712304979981,21.963787827345556,0.7,23.39898106665813,4.87,23,2012,7,16,0,0,1,21,18,14
1467,-20.79,-70.9,29.4,29.032218082434866,27.775175717592283,29.016905449976896,28.493264338951043,29.1844858104171,28.420616891809768,22.32221929473392,22.113943352306837,22.204119982655925,27.3010345557321,27.477125742406123,22.0,1.0,23.94344504902503,5.23,23,2012,7,18,2,0,1,18,24,14
1468,-26.62,-70.17,108.6,29.032215398444922,27.77516391086555,29.016908900279482,28.493264283158005,29.184487773898965,28.420614250427537,22.056904851336473,22.113943352306837,22.133538908370216,27.301031255116154,27.477122702365524,22.037426497940622,0.7,23.37657695705651,4.85,23,2012,7,18,2,0,1,22,7,2
1469,-28.23,-66.53,184.2,29.03221409434887,27.775169136474936,29.016909957085804,28.493267142541853,29.184487452143,28.420610857167613,22.260071387985075,22.296665190261532,22.356025857193124,27.30103301400014,27.477123759143954,22.252853030979892,0.9,23.785827919995867,5.12,23,2012,7,25,2,0,1,6,1,19
1470,-31.93,-69.51,117.5,29.032215275858448,27.77517105324477,29.016908620413343,28.493261312168507,29.184487379726576,28.42062032129581,22.10720996964787,22.113943352306837,22.187520720836464,27.301031732838435,27.477122774747688,22.139879086401237,0.7,23.517327882294374,4.94,23,2012,8,4,5,1,0,19,5,42
1471,-27.96,-70.88,65.5,29.032215711362873,27.775163327809,29.01690860788202,28.493264227364964,29.1844901298383,28.420604228857467,22.361727836017593,22.32221929473392,22.397940008672037,27.301033252860382,27.477124005242672,22.255272505103306,1.1,24.061452479087194,5.31,24,2012,8,7,1,0,1,0,39,7
1472,-24.03,-69.63,93.3,29.032215021813997,27.775163619337373,29.016909309635597,28.493264159018477,29.184487598111755,28.420614868730063,22.15836249209525,22.187520720836464,22.17897694729317,27.301031385404098,27.47712304979981,22.146128035678238,0.7,23.455453968778627,4.9,23,2012,8,27,0,0,1,0,39,59
1473,-37.34,-74.04,26.2,29.032217171106005,27.775176759775583,29.016906331352196,28.493262271814285,29.184485975129544,28.42061600805321,22.34635297445064,22.103803720955955,22.222716471147585,27.30103529402434,27.477127798040563,21.977723605288848,0.9,23.83657727484065,5.16,23,2012,8,30,3,0,1,8,4,40
1474,-27.46,-71.57,49.2,29.032215960164745,27.77518679521686,29.016907012223836,28.493260893717647,29.184486219358227,28.420618111918483,22.392696953259666,22.20951501454263,22.296665190261532,27.30103247113547,27.477125177828764,22.093421685162234,0.9,23.750662646134057,5.1,23,2012,9,1,5,1,0,10,38,42
1475,-22.43,-68.66,134.8,29.032214582276424,27.775181620835284,29.01690873319524,28.4932643528993,29.184486656697615,28.42061281925992,22.17609125905568,22.225309281725863,22.34635297445064,27.301032253989415,27.47712329589893,22.123851640967086,0.8,23.65877432084436,5.04,23,2012,9,7,4,0,1,2,37,6
1476,-31.92,-68.39,127.0,29.032214267744674,27.775175972672344,29.01690938482341,28.493262411297508,29.184487982912422,28.42061684234583,21.93951925261862,22.03342375548695,22.139879086401237,27.301031732838435,27.477122861606272,22.041392685158225,0.8,23.574725583594073,4.98,23,2012,9,11,1,0,1,6,35,39
1477,-19.72,-69.53,124.7,29.032214888743038,27.775170688840507,29.016909042301034,28.493269430035376,29.18448405537373,28.420614863783644,22.30102999566398,22.342422680822207,22.431363764158988,27.301032818568938,27.477123715714754,22.32221929473392,1.2,24.129367595722986,5.35,24,2012,9,21,4,0,1,12,17,29
1478,-22.35,-68.71,129.9,29.03221323140128,27.775173669658372,29.016910592003786,28.493262469880445,29.184486781651646,28.420611994852468,22.161368002234976,22.255272505103306,22.363611979892145,27.301032753425186,27.477123918384315,22.27415784926368,0.9,23.85180851422824,5.17,23,2012,9,26,2,0,1,17,45,2
1479,-17.64,-69.86,145.8,29.032215554097437,27.775148386717856,29.016909631272274,28.493267798105254,29.184485341838254,28.42062607551684,22.27875360095283,22.342422680822207,22.431363764158988,27.301032818568938,27.477123860478738,22.27875360095283,1.1,24.051923916046107,5.3,24,2012,9,29,5,1,0,17,49,3
1480,-21.83,-68.46,131.2,29.032197476257576,27.775112671783027,29.016930390953902,28.49325068339176,29.18448087469453,28.42060333847974,22.6232492903979,22.707570176097935,22.785329835010767,27.301037595750913,27.477127769088032,22.690196080028514,1.9,24.75097098443732,5.77,24,2012,10,8,0,0,1,1,50,29
1481,-32.86,-70.57,107.2,29.03221568313575,27.775092480612155,29.016912680543218,28.49325714159027,29.184488374812382,28.42066688048435,22.568201724066995,22.672097857935718,22.7160033436348,27.301037595750913,27.47712675574826,22.633468455579585,1.6,24.52244423350632,5.61,24,2012,10,11,3,0,1,17,22,15
1482,-31.81,-72.29,21.9,29.032217767905653,27.77517214645571,29.016905976296012,28.493262069563535,29.184486591380722,28.4206164878541,22.255272505103306,22.029383777685208,22.130333768495007,27.30103383915314,27.477124323723157,21.913813852383715,0.9,23.789298611159442,5.13,23,2012,10,15,0,0,1,21,4,22
1483,-20.4,-68.09,188.5,29.032215757736004,27.775190730620732,29.016906995515342,28.49326657066659,29.184485855855023,28.420610642820858,22.252853030979892,22.28330122870355,22.356025857193124,27.30103268828142,27.477123513045097,22.250420002308893,1.0,23.88772979728803,5.19,23,2012,11,4,6,1,0,19,8,30
1484,-45.76,-77.28,18.4,29.032215890403457,27.77519823694034,29.016906427426175,28.493263490896126,29.184486821409738,28.42060286031317,22.320146286111054,22.260071387985075,22.320146286111054,27.301038138609176,27.477127855945618,22.225309281725863,1.0,23.95698436774276,5.24,23,2012,11,12,0,0,1,5,7,13
1485,-45.76,-77.41,17.1,29.03221577749499,27.775190876375746,29.016906966275478,28.493263305383895,29.184486824249603,28.420607889280056,22.257678574869185,22.20139712432045,22.252853030979892,27.301038008323257,27.47712830470953,22.143014800254097,0.9,23.77945218340406,5.12,23,2012,11,12,0,0,1,10,55,14
1486,-45.76,-77.4,12.0,29.032215779511212,27.77518074628583,29.016907542718176,28.493262111408526,29.18448729282685,28.420612885212446,21.986771734266245,21.903089986991944,22.0,27.301035511168877,27.47712522125782,21.851258348719075,0.6,23.372912002970107,4.85,23,2012,11,13,1,0,1,3,10,38
1487,-20.43,-69.4,137.1,29.032215033911356,27.77518825277801,29.016907883153177,28.493264492381854,29.184486781651646,28.42061382503489,22.235528446907548,22.29003461136252,22.432969290874407,27.301032384277065,27.477123353804586,22.230448921378272,0.8,23.576226137449606,4.98,23,2012,11,13,1,0,1,3,11,29
1488,-45.8,-77.54,17.9,29.032214332264026,27.775608263787213,29.01688452618679,28.493285972160415,29.18448033511271,28.420409621439806,22.954242509439325,22.903089986991944,23.0,27.301073422940846,27.477154549353664,22.903089986991944,2.5,25.149834696715786,6.03,25,2012,11,13,1,0,1,4,31,30
1489,-29.32,-71.66,69.4,29.032182514995682,27.775309650449124,29.01693460960088,28.49327132697209,29.184429071782723,28.420756885159843,23.17609125905568,23.113943352306837,23.204119982655925,27.30105388120364,27.477142968900907,23.041392685158225,3.0,25.371621927176022,6.18,25,2012,11,14,2,0,1,19,2,7
1490,-21.51,-69.71,40.7,29.032216658986737,27.775150427482565,29.016908372710777,28.493264338951043,29.18448806526824,28.42061419931449,22.29003461136252,22.08278537031645,22.20139712432045,27.30103236256246,27.477123440663053,21.98227123303957,0.7,23.559188189004775,4.97,23,2012,11,16,4,0,1,0,38,8
1491,-33.92,-72.42,20.9,29.03221724368979,27.775172999158336,29.016906469197462,28.49326215883284,29.184486528903683,28.42061605092204,22.309630167425897,22.103803720955955,22.164352855784436,27.301034772877006,27.47712511992335,21.934498451243567,0.9,23.72566666031418,5.08,23,2012,11,19,0,0,1,16,45,54
1492,-33.99,-72.4,18.9,29.032219735725704,27.775178559904486,29.01690357443772,28.493261409806983,29.18448382818313,28.420612275151175,22.414973347970818,22.230448921378272,22.32221929473392,27.3010378128943,27.477130374808024,22.113943352306837,1.3,24.2291697025391,5.42,24,2012,11,20,1,0,1,16,23,29
1493,-33.93,-72.4,27.9,29.03221809453214,27.775175863352334,29.016905424914064,28.49326545481025,29.18448575929943,28.420614946223917,22.361727836017593,22.17609125905568,22.204119982655925,27.301035858599914,27.47712588716943,22.041392685158225,1.0,23.957128197676813,5.24,23,2012,11,21,2,0,1,18,16,41
1494,-34.05,-72.31,21.2,29.032236187642813,27.77519874707386,29.01688536165391,28.493282345778834,29.18446988413262,28.420620106953727,22.76342799356294,22.5910646070265,22.69897000433602,27.301048235649183,27.477141376564504,22.544068044350276,2.1,24.917977882592908,5.88,24,2012,11,21,2,0,1,21,36,26
1495,-34.04,-72.49,33.3,29.03221779613264,27.775173873723393,29.01690584680486,28.4932635187927,29.184486832769192,28.420615177056593,22.56348108539441,22.423245873936807,22.3654879848909,27.301036401460347,27.477124700108885,22.20139712432045,0.9,23.769229581736592,5.11,23,2012,11,21,2,0,1,22,52,31
1496,-23.71,-68.06,150.4,29.032214763736945,27.775179616656843,29.01690866218442,28.49326317008545,29.184487170712828,28.42061250598527,22.08635983067475,22.20951501454263,22.318063334962762,27.301032167130963,27.477123035323388,22.143014800254097,0.7,23.504334911802463,4.94,23,2012,11,24,5,1,0,1,19,31
1497,-44.5,-78.37,16.4,29.032215058106072,27.77519196953679,29.01690764714612,28.49326264841888,29.184487388814127,28.420608301487874,22.193124598354462,22.136720567156406,22.152288344383056,27.301036618604332,27.477126379364314,22.041392685158225,0.8,23.707144188342447,5.07,23,2012,11,25,6,1,0,22,11,46
1498,-28.75,-70.58,108.6,29.03221450162728,27.775193062695084,29.016908160513523,28.493265329276234,29.18448872411422,28.420621623833895,22.37657695705651,22.49136169383427,22.63748972951251,27.30103277513977,27.477123817049545,22.436162647040756,0.9,23.802568498313956,5.14,23,2012,12,3,0,0,1,9,31,57
1499,-29.01,-71.79,41.2,29.032218417125957,27.775181620835284,29.01690476074852,28.493258759611997,29.18448713379463,28.420611829970788,22.342422680822207,22.204119982655925,22.27875360095283,27.30103347000594,27.477124584297925,22.146128035678238,1.0,23.92500250768098,5.22,23,2012,12,24,0,0,1,12,12,41
1500,-37.41,-73.78,24.8,29.032218953437653,27.77517666503175,29.01690448923401,28.49326221881065,29.184484083772546,28.420614946223917,22.380211241711606,22.146128035678238,22.27875360095283,27.301036944320103,27.47712950623643,22.079181246047625,1.2,24.171726453653232,5.38,24,2012,12,26,2,0,1,13,17,58
1501,-35.89,-73.77,12.0,29.032228687581426,27.775179725975907,29.016894259279038,28.493250446263854,29.184472468501646,28.420603651761,22.44715803134222,22.397940008672037,22.462397997898957,27.301048018511008,27.47713269099044,22.380211241711606,1.9,24.802431626430725,5.8,24,2012,12,27,3,0,1,0,37,12
1502,-24.41,-69.46,96.4,29.032215082300784,27.775178443297172,29.016908396102593,28.493264576071365,29.18448756829324,28.420613412832314,22.17897694729317,22.232996110392154,22.28330122870355,27.301031515692006,27.477123078752655,22.08635983067475,0.6,23.36679638328673,4.84,23,2013,1,9,2,0,1,11,21,23
1503,-18.22,-69.78,135.6,29.032215134722662,27.775165951557312,29.01690905900945,28.493264590019614,29.184486810050284,28.420615958589167,22.173186268412273,22.276461804173245,22.390935107103378,27.301031732838435,27.477123223516852,22.235528446907548,0.7,23.563243701140397,4.98,23,2013,1,9,2,0,1,18,38,48
1504,-20.24,-69.52,111.4,29.032213864498512,27.77516216169355,29.016910592003786,28.493267323868,29.184484736944814,28.420617947039126,22.255272505103306,22.342422680822207,22.44715803134222,27.301032601423056,27.477123715714754,22.30102999566398,1.1,24.076640443670343,5.32,24,2013,1,13,6,1,0,21,23,30
1505,-31.82,-71.62,30.2,29.032217630803103,27.775170776297557,29.01690619768402,28.493262602389446,29.184486335792784,28.42061761728023,22.34830486304816,22.130333768495007,22.204119982655925,27.301034751162522,27.477125177828764,21.968482948553934,0.9,23.809694358716925,5.14,23,2013,1,23,2,0,1,2,47,44
1506,-44.71,-79.68,24.6,29.032214804061493,27.775246259740236,29.01690479416568,28.493259373342802,29.18448803118997,28.4205829582238,22.518513939877888,22.49136169383427,22.556302500767288,27.301043241443683,27.477131098616354,22.431363764158988,1.4,24.343999069057162,5.5,24,2013,1,23,2,0,1,7,42,59
1507,-28.09,-71.18,45.8,29.032759742667217,27.77564685004166,29.0163144884419,28.493587692596417,29.184177921845787,28.419965656235647,23.845098040014257,23.69897000433602,23.778151250383644,27.301203678722445,27.477280466842586,23.69897000433602,6.0,26.26054837263698,6.77,26,2013,1,30,2,0,1,20,15,50
1508,-33.58,-72.21,30.9,29.032221469658115,27.775165587148773,29.016902530147362,28.49326513400102,29.184484083772546,28.42061522652072,22.826074802700827,22.6232492903979,22.643452676486188,27.30104128717372,27.47712950623643,22.414973347970818,1.3,24.268343913951064,5.45,24,2013,2,10,6,1,0,19,54,32
1509,-34.05,-72.39,17.1,29.032219816373875,27.77517695655117,29.016903616209284,28.493262888329788,29.184483430599297,28.42061496271197,22.342422680822207,22.113943352306837,22.27875360095283,27.301037595750913,27.47713080909317,22.079181246047625,1.3,24.253822438708074,5.44,24,2013,2,18,0,0,1,10,0,13
1510,-27.86,-66.64,192.2,29.032214195160392,27.775186066434454,29.016908879393956,28.493263018049,29.18448744930314,28.420605036791233,22.378397900948137,22.45484486000851,22.52244423350632,27.301034360301593,27.477124989636145,22.38201704257487,0.9,23.86260836396494,5.18,23,2013,2,20,2,0,1,11,18,55
1511,-21.77,-68.57,153.9,29.03221548070688,27.775157861615767,29.01690916761413,28.493264938725723,29.184486605580048,28.420614210856147,22.292256071356476,22.296665190261532,22.397940008672037,27.301032601423056,27.47712380257315,22.232996110392154,0.8,23.66048601578497,5.04,23,2013,2,22,4,0,1,7,41,44
1512,-24.25,-67.09,191.3,29.0322146951852,27.77516420239353,29.01690961456388,28.493264079513366,29.1844867930111,28.420616103683667,22.173186268412273,22.193124598354462,22.292256071356476,27.30103218884558,27.47712348409228,22.24551266781415,0.8,23.644635503768153,5.03,23,2013,2,24,6,1,0,16,43,44
1513,-22.9,-70.41,56.0,29.03221498552192,27.775164566803234,29.016909292927192,28.493264492381854,29.184487091196704,28.4206140064039,22.30319605742049,22.19033169817029,22.20951501454263,27.301031624265235,27.477123223516852,22.012837224705173,0.7,23.544811911757776,4.96,23,2013,3,2,5,1,0,11,42,5
1514,-22.28,-68.43,138.0,29.032215086333238,27.775159173508417,29.016909497605113,28.493265217690407,29.184487620830623,28.420615341936998,22.152288344383056,22.255272505103306,22.255272505103306,27.301031906555497,27.47712313665834,22.271841606536498,0.7,23.54282542695918,4.96,23,2013,3,25,0,0,1,16,18,18
1515,-35.44,-73.28,13.9,29.032219126831517,27.77518336992891,29.016903929495868,28.49326302781281,29.18448397017727,28.42061230812748,22.32221929473392,22.113943352306837,22.255272505103306,27.301036292888313,27.477130953854786,22.041392685158225,1.2,24.20002926655377,5.4,24,2013,3,29,4,0,1,7,31,0
1516,-45.89,-76.3,13.8,29.03221595330959,27.775216164130196,29.016905337194146,28.493263334675305,29.184486034766795,28.42059697387468,22.30102999566398,22.30102999566398,22.380211241711606,27.301038030037578,27.47713023004621,22.27875360095283,1.2,24.148294097434746,5.37,24,2013,4,13,5,1,0,9,19,5
1517,-18.43,-69.37,146.3,29.03221543030127,27.775167350883265,29.016908674715744,28.49326520374218,29.184486994641386,28.420614951170332,22.15836249209525,22.17609125905568,22.255272505103306,27.301031906555497,27.47712316561118,22.257678574869185,0.7,23.479143247978612,4.92,23,2013,4,27,5,1,0,21,51,36
1518,-28.26,-72.71,12.0,29.032213005582932,27.77517522200774,29.016910734024783,28.493265036363383,29.184487552390028,28.420617947039126,22.029383777685208,21.919078092376076,22.071882007306126,27.30103681403382,27.47712623460117,21.954242509439325,0.9,23.83803008298532,5.16,23,2013,5,3,4,0,1,9,18,21
1519,-26.2,-69.4,15.2,29.032219409100453,27.77515268688945,29.016905391496955,28.493255216694497,29.184488346413847,28.420608301487874,22.342422680822207,22.146128035678238,22.27875360095283,27.30104128717372,27.47712921671218,22.079181246047625,1.1,24.04688519083771,5.3,24,2013,5,11,5,1,0,15,39,28
1520,-21.04,-68.79,143.1,29.032214610503623,27.77518504613703,29.016908511808527,28.493265329276234,29.18448489597791,28.420615770625766,22.32221929473392,22.361727836017593,22.49136169383427,27.301032818568938,27.477123715714754,22.397940008672037,1.0,23.995459686621064,5.26,23,2013,5,12,6,1,0,12,51,57
1521,-26.23,-69.34,13.5,29.03221875988163,27.77515020882966,29.016906206038282,28.49325878750887,29.18448806526824,28.420609686503276,22.477121254719663,22.255272505103306,22.342422680822207,27.301039767179894,27.47712762432535,22.079181246047625,1.0,23.917505509552548,5.21,23,2013,5,12,6,1,0,12,59,16
1522,-45.7,-77.04,12.0,29.032213424959764,27.775198601321485,29.01690895875895,28.49326627775458,29.184486523223953,28.420605646862672,22.17609125905568,22.113943352306837,22.204119982655925,27.30103824718075,27.47712690051123,22.041392685158225,1.0,23.956792520370495,5.24,23,2013,5,21,1,0,1,12,51,53
1523,-45.96,-76.86,13.7,29.032214614536077,27.77517466811846,29.01690909660338,28.493261533947297,29.184487130954768,28.42061560574552,22.35983548233989,22.056904851336473,22.181843587944773,27.30103766089394,27.47712594507474,21.903089986991944,0.7,23.503382063473733,4.94,23,2013,5,21,1,0,1,13,51,16
1524,-22.62,-66.86,215.3,29.032207396378865,27.77519102213071,29.016915646251952,28.49327452106003,29.184479710332923,28.420597468536446,22.5910646070265,22.681241237375588,22.7481880270062,27.3010378128943,27.47712690051123,22.643452676486188,1.6,24.563836918664546,5.64,24,2013,6,8,5,1,0,12,25,10
1525,-22.01,-68.42,138.6,29.032213178979173,27.775153051308813,29.016911824243262,28.493270490089266,29.184485242442676,28.420623734267053,22.32221929473392,22.397940008672037,22.477121254719663,27.301033035714713,27.477124005242672,22.361727836017593,1.2,24.134177107576765,5.36,24,2013,6,11,1,0,1,9,37,13
1526,-32.74,-70.2,114.8,29.0322124853938,27.775177393829935,29.016911147556254,28.493260182350262,29.18448767620786,28.42062234929645,22.113943352306837,22.27875360095283,22.32221929473392,27.301032601423056,27.477123570950724,22.230448921378272,1.0,23.94939000664491,5.23,23,2013,6,19,2,0,1,21,29,13
1527,-23.98,-66.73,225.8,29.03220195243792,27.77518103780251,29.016921828227595,28.493270001906875,29.18448206745196,28.420629076255153,22.568201724066995,22.633468455579585,22.681241237375588,27.301038030037578,27.47712733479985,22.633468455579585,1.7,24.60129931019434,5.67,24,2013,7,2,1,0,1,20,5,1
1528,-18.88,-69.62,130.8,29.0322158980651,27.775160922692454,29.01690855775672,28.493262425245828,29.184486668057076,28.420618936314323,22.29003461136252,22.413299764081252,22.48572142648158,27.30103242770627,27.4771232669461,22.20682587603185,0.8,23.606596309179285,5.0,23,2013,7,6,5,1,0,19,40,34
1529,-19.21,-69.39,131.7,29.032214473400074,27.77517012765735,29.01690950595931,28.4932647016056,29.184486747573278,28.420617848111483,22.110589710299248,22.204119982655925,22.298853076409706,27.301031906555497,27.477123194564015,22.230448921378272,0.8,23.679064318121313,5.05,23,2013,7,9,1,0,1,20,51,51
1530,-19.39,-69.68,131.0,29.032211388558853,27.775162817633873,29.016913140020545,28.493271131699572,29.184478829959883,28.420615951993963,22.662757831681574,22.69897000433602,22.799340549453582,27.30103651003235,27.47712675574826,22.690196080028514,1.6,24.524006445557372,5.62,24,2013,7,10,2,0,1,14,32,15
1531,-26.96,-67.02,23.9,29.032215652892397,27.77521463378922,29.016905729845078,28.493265859308504,29.184488437289154,28.4206199090994,22.30319605742049,22.195899652409235,22.318063334962762,27.301035120308633,27.477125916122084,22.117271295655765,0.9,23.85636632365925,5.17,23,2013,7,13,5,1,0,21,36,15
1532,-20.19,-71.12,24.3,29.032217562251812,27.77517350203346,29.01690611414139,28.49326284509004,29.1844868867266,28.420617435912728,22.296665190261532,22.049218022670182,22.14921911265538,27.301033535149585,27.477123599903532,21.869231719730976,0.8,23.725339815909738,5.08,23,2013,7,23,1,0,1,17,27,19
1533,-20.16,-71.13,24.9,29.032216816251776,27.775172306793085,29.01690694956698,28.49326301386451,29.184486949203585,28.420616980844844,22.26245108973043,21.986771734266245,22.07554696139253,27.301034034583882,27.47712445401056,21.785329835010767,0.7,23.551815822351017,4.97,23,2013,7,23,1,0,1,21,12,25
1534,-20.11,-71.15,22.3,29.032216933192405,27.775172321369208,29.016906832607496,28.49326293993851,29.184487076997392,28.4206164862053,22.401400540781545,22.12057393120585,22.217483944213907,27.301034208300024,27.477124309246776,21.897627091290442,0.7,23.542451947375977,4.96,23,2013,7,24,2,0,1,13,29,58
1535,-20.14,-71.01,22.8,29.03221927199842,27.77518227674622,29.016903825067033,28.49326518979395,29.184485631505236,28.420618688995734,22.380211241711606,22.146128035678238,22.27875360095283,27.301035207166496,27.477125597642768,22.0,1.1,24.078819183098847,5.32,24,2013,8,5,0,0,1,5,41,2
1536,-28.69,-71.31,49.2,29.0322174654735,27.775191823782144,29.016905161754252,28.493264799243313,29.184488681516452,28.4206169429225,22.267171728403014,22.184691430817598,22.161368002234976,27.301032405991666,27.477123759143954,22.089905111439396,0.9,23.8670548004767,5.18,23,2013,8,16,4,0,1,22,17,33
1537,-21.53,-68.85,139.3,29.03221314671941,27.775176154872295,29.016910533524534,28.49326559429245,29.18448402697491,28.420623965095057,22.30102999566398,22.380211241711606,22.462397997898957,27.301033252860382,27.477124005242672,22.342422680822207,1.2,24.174059807725026,5.38,24,2013,8,19,0,0,1,19,39,50
1538,-22.33,-68.9,119.9,29.03220312188284,27.77512644789156,29.01692374963453,28.493273935246535,29.184475762839867,28.420642315528855,22.662757831681574,22.7160033436348,22.792391689498253,27.30103737860742,27.47712733479985,22.69897000433602,1.9,24.75709222011893,5.77,24,2013,8,23,4,0,1,8,34,9
1539,-34.57,-70.74,112.1,29.032215378685923,27.77518081916502,29.01690795541726,28.493259819691932,29.1844870315596,28.420612621402274,22.08278537031645,22.143014800254097,22.222716471147585,27.301031385404098,27.477122629983345,22.029383777685208,0.7,23.554004321011902,4.97,23,2013,8,30,4,0,1,10,48,17
1540,-19.66,-69.28,100.4,29.03221541054227,27.77517686180738,29.016908147564475,28.493264924777485,29.184487184912136,28.42061564201918,22.170261715394957,22.2405492482826,22.350248018334163,27.301031255116154,27.47712268788909,22.146128035678238,0.6,23.331224781020733,4.82,23,2013,9,7,5,1,0,19,13,36
1541,-18.77,-68.88,167.1,29.032215319005665,27.775164566803234,29.016908946227634,28.493264868984525,29.18448740642126,28.420618474652844,22.146128035678238,22.195899652409235,22.269512944217915,27.301031971699377,27.477123252469685,22.133538908370216,0.7,23.470557485217274,4.91,23,2013,9,21,5,1,0,7,16,12
1542,-22.57,-68.3,149.4,29.03221291283608,27.775178414145337,29.016910650483023,28.49326410183059,29.184484867579148,28.420610840679405,22.255272505103306,22.32221929473392,22.414973347970818,27.301033035714713,27.477123715714754,22.30102999566398,1.1,24.079904467666722,5.32,24,2013,9,25,2,0,1,13,14,46
1543,-37.53,-73.89,20.3,29.032218695362936,27.775175936232344,29.01690479834282,28.49326242803549,29.184484949935555,28.420615127592455,22.32221929473392,22.113943352306837,22.230448921378272,27.30103564145555,27.477128203375784,22.041392685158225,1.1,24.078456818053294,5.32,24,2013,9,29,6,1,0,23,7,2
1544,-37.57,-73.81,21.7,29.03222263905048,27.77517200069441,29.016900942821213,28.493261521393784,29.184481953856153,28.420615737649722,22.556302500767288,22.32221929473392,22.431363764158988,27.30103824718075,27.4771306643315,22.204119982655925,1.4,24.417969642214736,5.55,24,2013,9,29,6,1,0,23,23,20
1545,-22.14,-67.2,184.3,29.032215094398143,27.77516500409447,29.016909150905718,28.493258578282276,29.18448758533239,28.420619002265923,22.217483944213907,22.32633586092875,22.414973347970818,27.30103251456467,27.477123541997912,22.287801729930226,0.8,23.632356046239074,5.02,23,2013,10,9,2,0,1,17,3,56
1546,-20.84,-67.1,242.9,29.03221444517287,27.77519386434275,29.016908171374016,28.493261423755335,29.184486980442074,28.4206136106896,22.276461804173245,22.250420002308893,22.396199347095735,27.30103327457494,27.47712455534518,22.252853030979892,0.8,23.601842789782097,5.0,23,2013,10,10,3,0,1,3,32,29
1547,-20.45,-66.69,254.2,29.03221608315427,27.775171432224873,29.016907762852252,28.493262093275696,29.184486494825297,28.420618590068262,22.271841606536498,22.29003461136252,22.32428245529769,27.301033144287562,27.477123570950724,22.14921911265538,0.8,23.632558514532672,5.02,23,2013,10,13,6,1,0,1,6,46
1548,-38.04,-75.48,13.3,29.032214328231568,27.775172095439263,29.0169095435532,28.493264478433602,29.184487213310746,28.420616197665307,22.214843848047696,21.93951925261862,22.08278537031645,27.301035619741107,27.47712484487254,21.85733249643127,0.8,23.59372899870791,5.0,23,2013,10,21,0,0,1,18,17,21
1549,-35.46,-73.36,12.7,29.032234736028137,27.775192333923194,29.01688724144905,28.49323812938338,29.18446781094635,28.420591367668607,22.778151250383644,22.69897000433602,22.778151250383644,27.301060395213742,27.47716323449059,22.602059991327963,2.2,24.94418646128369,5.9,24,2013,10,30,2,0,1,2,29,19
1550,-35.43,-73.48,12.0,29.032280620833596,27.775142045709174,29.01684245833943,28.493163634801704,29.18441827873164,28.42052804549287,22.954242509439325,22.903089986991944,23.0,27.301086450277158,27.477158891943837,22.845098040014257,3.3,25.483587296968896,6.26,25,2013,10,30,2,0,1,2,51,57
1551,-24.95,-71.22,21.3,29.032217900975734,27.775169821557142,29.016905972118877,28.49326513400102,29.184486239237298,28.420617069879903,22.42160392686983,22.136720567156406,22.27415784926368,27.30103540259662,27.477126075361657,21.99563519459755,0.9,23.86147466885717,5.17,23,2013,10,31,3,0,1,15,39,46
1552,-30.46,-71.86,35.8,29.032438237318285,27.775338063970533,29.01666779350995,28.493340085334378,29.18438106905183,28.420618903338518,23.49136169383427,23.361727836017593,23.414973347970818,27.301097306092252,27.477186394006623,23.27875360095283,4.3,25.83212554253401,6.49,25,2013,10,31,3,0,1,23,4,7
1553,-37.6,-74.25,22.0,29.032218453417748,27.77516340069111,29.016905767439297,28.49326086582091,29.184486432348244,28.42061724959876,22.690196080028514,22.40823996531185,22.48000694295715,27.301039354609223,27.477127349276127,22.17609125905568,0.9,23.88189797357301,5.19,23,2013,11,7,3,0,1,17,1,9
1554,-21.93,-68.48,135.9,29.032214239517455,27.77517025884309,29.016909739876812,28.493264590019614,29.18448724738908,28.420614039380073,22.07554696139253,22.12057393120585,22.20951501454263,27.301031906555497,27.477123368281,22.146128035678238,0.8,23.639187559935753,5.03,23,2013,11,9,5,1,0,13,26,16
1555,-33.37,-72.23,29.1,29.032217675159817,27.775175360479945,29.016905888576204,28.493261884050693,29.184486210838624,28.420613528249074,22.350248018334163,22.161368002234976,22.20682587603185,27.30103485973494,27.4771258726931,21.986771734266245,0.9,23.85266294434457,5.17,23,2013,11,10,6,1,0,2,2,2
